unieke_id,latitude,longitude,naam,rijstrook,Kmp_Rsys
3640,51.18460764,4.289731136,Parking Kruibeke,R10,"94,695"
3638,51.18444736,4.289886819,Parking Kruibeke,R11,"94,692"
3639,51.18447616,4.289862173,Parking Kruibeke,R12,"94,692"
2304,51.11500236,4.372085349,Snede noordzijde sleuf Boom,R10,"10,268"
2303,51.11499857,4.371990129,Snede noordzijde sleuf Boom,R10,
2302,51.11532081,4.371560926,Snede noordzijde sleuf Boom,R11,"10,284"
2301,51.11532081,4.371560926,Snede noordzijde sleuf Boom,R10,"10,284"
2300,51.11530523,4.371673213,Snede noordzijde sleuf Boom,R10,"0,278"
3630,51.19618185,4.311844161,Halve snede kmpt. 95.7,R12,"96,711"
3631,51.19283239,4.306274524,Halve snede kmpt. 96.2,R10,"96,172"
3632,51.19283239,4.306274524,Halve snede kmpt. 96.2,R11,"96,172"
3633,51.19283239,4.306274524,Halve snede kmpt. 96.2,R12,"96,172"
3634,51.18992473,4.301173067,Halve snede kmpt. 96.7,R10,"95,691"
2309,50.8691148,4.5553058,Snede Everberg - Sterrebeek 1,R11,"12,106"
3635,51.18992473,4.301173067,Halve snede kmpt. 96.7,R11,"95,691"
2308,50.86914738,4.5553077,Snede Everberg - Sterrebeek 1,R10,"12,106"
3636,51.18992473,4.301173067,Halve snede kmpt. 96.7,R12,"95,691"
3637,51.1844212,4.289906288,Parking Kruibeke,R10,"94,692"
3650,50.877653,4.2777,Knooppunt Groot-Bijgaarden Noord,R11,"0,016"
3651,50.86780028,4.464575847,Knooppunt St-Stevens-Woluwe West,R10,"0,022"
2320,51.365864,4.316004,grens - Zandvliet - Antwerpsebaan,R10,
2317,51.366054,4.319755,grens - Zandvliet - Antwerpsebaan,R10,"0,136"
3649,50.877634,4.277737,Knooppunt Groot-Bijgaarden Noord,R10,"0,016"
2316,51.365622,4.320441,grens - Zandvliet - Antwerpsebaan,R11,"52,331"
2315,51.365648,4.320448,grens - Zandvliet - Antwerpsebaan,R10,"52,331"
2314,50.86898245,4.555295287,Snede Everberg - Sterrebeek 1,R12,"12,109"
2313,50.86894177,4.5552909,Snede Everberg - Sterrebeek 1,R11,"12,109"
2312,50.86891206,4.555285126,Snede Everberg - Sterrebeek 1,R10,"12,109"
2311,50.86904963,4.55529843,Snede Everberg - Sterrebeek 1,R13,"12,106"
2310,50.86908671,4.55530213,Snede Everberg - Sterrebeek 1,R12,"12,106"
3641,51.1845814,4.289755743,Parking Kruibeke,R11,"94,695"
3642,51.18455532,4.289785864,Parking Kruibeke,R12,"94,695"
3643,51.18482849,4.291265225,Parking Kruibeke,R10,"94,798"
3644,51.18284933,4.286552437,Parking Kruibeke,R10,"94,417"
3645,51.18369762,4.287195424,Parking Kruibeke,R10,"94,488"
3646,51.18598651,4.292666209,Parking Kruibeke,W09,"94,904"
2319,51.366403,4.318442,grens - Zandvliet - Antwerpsebaan,R10,"0,243"
3647,51.1857449,4.292153661,Parking Kruibeke,R10,"94,904"
2318,51.36616,4.319998,grens - Zandvliet - Antwerpsebaan,R10,"0,03"
3648,50.87774365,4.277989939,Knooppunt Groot-Bijgaarden Noord,R10,"0,814"
1000,51.06013769,3.811193236,complex Heusden (4),R10,"0,197"
2331,51.243234,4.701954,Complex Zoersel,R10,"0,074"
2330,51.243588,4.703607,Complex Zoersel,R11,"20,202"
2328,51.243619,4.695888,Complex Zoersel,R10,"0,544"
2327,51.24365,4.695869,Complex Zoersel,B09,"0,544"
2326,51.243877,4.699265,Complex Zoersel,R10,"0,087"
2325,51.243424,4.696977,Complex Zoersel,R11,"19,743"
2324,51.24346,4.696969,Complex Zoersel,R10,"19,743"
2323,51.365728,4.316401,grens - Zandvliet - Antwerpsebaan,R10,"0,109"
2322,51.365924,4.316039,grens - Zandvliet - Antwerpsebaan,R11,"52,754"
2321,51.365894,4.316022,grens - Zandvliet - Antwerpsebaan,R10,"52,754"
3652,50.86780028,4.464575847,Knooppunt St-Stevens-Woluwe West,R11,"0,022"
3653,50.8931436,4.685754584,complex nr 17 Herent,R10,"0,045"
3657,51.01283437,5.378727706,complex Houthalen-Helchteren,R10,"0,008"
3658,51.01289368,5.376515584,complex Houthalen-Helchteren,R10,"0,198"
2329,51.243554,4.703606,Complex Zoersel,R10,"20,202"
3670,50.85235893,4.661229045,Snede Oud Heverlee 3,R11,"19,818"
3671,50.85235893,4.661229045,Snede Oud Heverlee 3,R12,"19,818"
3672,50.85254497,4.66174721,Snede Oud Heverlee 3,R10,"19,841"
3673,50.85266606,4.65915624,Snede Oud Heverlee 3,R10,"1,941"
1011,51.03190176,3.822652217,complex Laarne (5),R10,"0,238"
2342,51.21590533,4.452975543,"E313 Spitsstrook kmpt. 0,4",S09,"1,003"
1010,51.0319442,3.823798818,complex Laarne (5),R10,"0,137"
2341,51.21587307,4.452993707,"E313 Spitsstrook kmpt. 0,4",R08,"1,003"
2340,51.14098111,3.250641186,complex nr 9 Oostkamp,R11,"0,059"
1008,51.03179132,3.824553053,complex Laarne (5),R10,"23,642"
1007,51.0348888,3.82722036,complex Laarne (5),R10,"0,202"
1006,51.03471384,3.826009789,complex Laarne (5),R10,"0,11"
1005,51.03481149,3.825507108,complex Laarne (5),R11,"23,299"
1004,51.03481149,3.825507108,complex Laarne (5),R10,"23,299"
1003,51.06129021,3.814811357,complex Heusden (4),R10,"0,345"
1002,51.06120296,3.814735079,complex Heusden (4),R10,"0,175"
1001,51.06006026,3.811300881,complex Heusden (4),R10,"0,256"
2332,51.243368,4.705338,Complex Zoersel,R10,"0,57"
3663,50.85297989,4.65857593,Snede Oud Heverlee 3,R10,"19,621"
3664,50.85301019,4.65859209,Snede Oud Heverlee 3,R11,"19,621"
3665,50.85303937,4.65860825,Snede Oud Heverlee 3,R12,"19,621"
3666,50.85319838,4.65610179,Snede Oud Heverlee 3,R10,"19,493"
3667,50.85214932,4.661195911,Snede Oud Heverlee 3,R10,"19,826"
3668,50.8522005,4.661205131,Snede Oud Heverlee 3,R10,"2,1"
3669,50.85235893,4.661229045,Snede Oud Heverlee 3,R10,"19,818"
1009,51.03179132,3.824553053,complex Laarne (5),R11,"23,642"
2353,51.21206329,4.461505722,"E313 Spitsstrook kmpt. 1,270",R12,"1,28"
1022,51.00829521,3.770216693,complex Merelbeke-ring (7) (noordzijde),R10,"28,569"
1021,51.00809199,3.770884235,complex Merelbeke-ring (7) (noordzijde),R11,"28,496"
2352,51.21204193,4.461470181,"E313 Spitsstrook kmpt. 1,270",R11,"1,28"
1020,51.00809199,3.770884235,complex Merelbeke-ring (7) (noordzijde),R10,"28,496"
2351,51.21201968,4.461430253,"E313 Spitsstrook kmpt. 1,270",R10,"1,28"
2350,51.2119964,4.461390109,"E313 Spitsstrook kmpt. 1,270",R09,"1,28"
1019,51.01112226,3.791313357,complex Melle (6),R10,"0,07"
1018,51.00946399,3.788121986,complex Melle (6),R10,"0,057"
2349,51.21588649,4.457275079,"E313 Spitsstrook kmpt. 0,750",R13,"0,747"
1017,51.01067165,3.787081818,complex Melle (6),R10,"0,327"
2348,51.21585884,4.457245972,"E313 Spitsstrook kmpt. 0,750",R12,"0,747"
1016,51.01057027,3.788565773,complex Melle (6),R10,"0,091"
2347,51.21583294,4.457213831,"E313 Spitsstrook kmpt. 0,750",R11,"0,747"
1015,51.00959664,3.787985097,complex Melle (6),R11,"27,286"
2346,51.21580604,4.45718154,"E313 Spitsstrook kmpt. 0,750",R10,"0,747"
1014,51.00959664,3.787985097,complex Melle (6),R10,"27,286"
2345,51.21577734,4.457154961,"E313 Spitsstrook kmpt. 0,750",R09,"0,747"
1013,51.00968835,3.787889731,complex Melle (6),R11,"27,289"
2344,51.21596683,4.452938287,"E313 Spitsstrook kmpt. 0,4",R11,"1,003"
1012,51.00968835,3.787889731,complex Melle (6),R10,"27,289"
2343,51.21593611,4.452957047,"E313 Spitsstrook kmpt. 0,4",R10,"1,003"
3674,50.855059,4.652054,Knooppunt Heverlee Oostkant,R10,"19,086"
3675,50.854963,4.651982,Knooppunt Heverlee Oostkant,R10,
3676,50.85456682,4.651515863,Knooppunt Heverlee Oostkant,R10,"1,359"
3677,50.85461227,4.651538794,Knooppunt Heverlee Oostkant,R10,"0,114"
3695,50.89075483,4.67905701,Snede Herent  Winksele,R09,"82,422"
1033,50.95410587,3.561189599,complex Deinze (7),R12,"35,298"
2364,51.21070299,4.480570416,"E313 Spitsstrook kmpt. 2,730",R11,"2,687"
1032,50.95407783,3.561223312,complex Deinze (7),R11,"35,298"
2363,51.21066931,4.480559376,"E313 Spitsstrook kmpt. 2,730",R10,"2,687"
1031,50.95405344,3.561255168,complex Deinze (7),R10,"35,298"
2362,51.21063596,4.480547777,"E313 Spitsstrook kmpt. 2,730",S09,"2,687"
1030,50.95804531,3.565667755,complex Deinze (7),R10,"0,354"
2361,51.21130709,4.472450708,"E313 Spitsstrook kmpt. 2,1",R12,"2,094"
2360,51.21127544,4.472461395,"E313 Spitsstrook kmpt. 2,1",R11,"2,094"
1029,50.95815044,3.565844011,complex Deinze (7),R10,"0,199"
2359,51.2112451,4.472471,"E313 Spitsstrook kmpt. 2,1",R10,"2,094"
1028,50.95695587,3.566541493,complex Deinze (7),R12,"35,785"
1027,50.95698486,3.566505801,complex Deinze (7),R11,"35,785"
2358,51.21121407,4.472483657,"E313 Spitsstrook kmpt. 2,1",S09,"2,094"
1026,50.95700976,3.56647114,complex Deinze (7),R10,"35,785"
2357,51.21066613,4.466449111,"E313 Spitsstrook kmpt. 1,720",R12,"1,661"
2356,51.21063411,4.466446107,"E313 Spitsstrook kmpt. 1,720",R11,"1,661"
1025,51.00792868,3.770856956,complex Merelbeke-ring (7) (noordzijde),R11,"0,026"
2355,51.21060115,4.466444588,"E313 Spitsstrook kmpt. 1,720",R10,"1,661"
1024,51.00792868,3.770856956,complex Merelbeke-ring (7) (noordzijde),R10,"0,026"
2354,51.21056678,4.466446158,"E313 Spitsstrook kmpt. 1,720",S09,"1,661"
1023,51.00814875,3.770293599,complex Merelbeke-ring (7) (noordzijde),R10,"0,018"
1044,51.324097,4.350997,complex Stabroek (13) (deel 1),R11,"0,126"
2375,51.21178786,4.51290605,"E313 Spitsstrook kmpt. 4,495",R10,"4,937"
1043,51.3241,4.351042,complex Stabroek (13) (deel 1),R10,"0,126"
2374,51.21175636,4.512908913,"E313 Spitsstrook kmpt. 4,495",R09,"4,937"
1042,51.326377,4.350409,complex Stabroek (13) (deel 1),R10,"0,062"
2373,51.21157512,4.502331148,"E313 Spitsstrook kmpt. 4,288",R12,"4,203"
1041,51.326221,4.350136,complex Stabroek (13) (deel 1),R11,"47,186"
2372,51.21154416,4.502331144,"E313 Spitsstrook kmpt. 4,288",R11,"4,203"
1040,51.326227,4.350179,complex Stabroek (13) (deel 1),R10,"47,186"
2371,51.21151229,4.502334148,"E313 Spitsstrook kmpt. 4,288",R10,"4,203"
2370,51.21147915,4.502333456,"E313 Spitsstrook kmpt. 4,288",R09,"4,203"
1039,51.327331,4.349277,complex Stabroek (13) (deel 1),R10,"0,122"
1038,51.326327,4.349749,complex Stabroek (13) (deel 1),R11,"47,203"
2369,51.21115214,4.491052029,"E313 Spitsstrook kmpt. 3,390",R12,"3,427"
1037,51.326324,4.349701,complex Stabroek (13) (deel 1),R10,"47,203"
2368,51.21112302,4.491058029,"E313 Spitsstrook kmpt. 3,390",R11,"3,427"
1036,50.95495898,3.561716253,complex Deinze (7),R10,"0,275"
2367,51.21109482,4.491062533,"E313 Spitsstrook kmpt. 3,390",R10,"3,427"
1035,50.95448202,3.562407096,complex Deinze (7),R10,"0,514"
2366,51.21106284,4.491068542,"E313 Spitsstrook kmpt. 3,390",S09,"3,427"
1034,50.95322725,3.560090665,complex Deinze (7),R10,"0,026"
2365,51.21073108,4.480579436,"E313 Spitsstrook kmpt. 2,730",R12,"2,687"
3696,50.8906487,4.679207704,Snede Herent  Winksele,R09,"82,422"
3697,50.8906487,4.679207704,Snede Herent  Winksele,R10,"82,422"
3698,50.8906487,4.679207704,Snede Herent  Winksele,R11,"82,422"
3699,50.880003,4.668003,Snede Winksele  Leuven 1,R09,"83,861"
1055,51.320673,4.350543,knooppunt Antwerpen-Haven + complex Stab,R10,"0,493"
2386,51.20940869,4.546010794,"E313 Spitsstrook kmpt. 7,410",S09,"7,304"
1054,51.320677,4.35098,knooppunt Antwerpen-Haven + complex Stab,R11,"46,564"
2385,51.21175024,4.53491999,"E313 Spitsstrook kmpt. 6,500",R12,"6,486"
1053,51.320673,4.350933,knooppunt Antwerpen-Haven + complex Stab,R10,"46,564"
2384,51.2117233,4.534911522,"E313 Spitsstrook kmpt. 6,500",R11,"6,486"
1052,51.320665,4.350837,knooppunt Antwerpen-Haven + complex Stab,R10,"0,015"
2383,51.21169436,4.534902883,"E313 Spitsstrook kmpt. 6,500",R10,"6,486"
1051,51.320663,4.350786,knooppunt Antwerpen-Haven + complex Stab,R10,"0,056"
2382,51.21165642,4.534896613,"E313 Spitsstrook kmpt. 6,500",S09,"6,486"
1050,51.317266,4.347866,knooppunt Antwerpen-Haven + complex Stab,R11,"89,554"
2381,51.21216339,4.524021501,"E313 Spitsstrook kmpt. 5,750",R12,"5,726"
2380,51.21213606,4.524023017,"E313 Spitsstrook kmpt. 5,750",R11,"5,726"
1049,51.317294,4.347853,knooppunt Antwerpen-Haven + complex Stab,R10,"89,554"
1048,51.317172,4.347896,knooppunt Antwerpen-Haven + complex Stab,R11,"89,557"
2379,51.21210308,4.524024587,"E313 Spitsstrook kmpt. 5,750",R10,"5,726"
1047,51.317142,4.347909,knooppunt Antwerpen-Haven + complex Stab,R10,"89,557"
2378,51.21206922,4.524026136,"E313 Spitsstrook kmpt. 5,750",S09,"5,726"
1046,51.317008,4.347961,knooppunt Antwerpen-Haven + complex Stab,R11,"0,815"
2377,51.21185014,4.512900321,"E313 Spitsstrook kmpt. 4,495",R12,"4,937"
1045,51.316982,4.347974,knooppunt Antwerpen-Haven + complex Stab,R10,"0,815"
2376,51.21181685,4.512903172,"E313 Spitsstrook kmpt. 4,495",R11,"4,937"
1066,50.815264,4.473964,"R0 kmpt 23,7 dubbele seinbrug",R11,"23,804"
2397,51.20782813,4.55336629,"E313 Spitsstrook kmpt. 8,375",R10,"7,845"
1065,50.815276,4.473919,"R0 kmpt 23,7 dubbele seinbrug",R10,"23,804"
2396,51.2074028,4.553219932,"E313 Spitsstrook kmpt. 8,375",R10,"7,86"
1064,50.815245,4.474059,"R0 kmpt 23,7 dubbele seinbrug",R11,"23,808"
2395,51.20655037,4.557140823,"E313 Spitsstrook kmpt. 8,375",R12,"8,139"
1063,50.815231,4.474108,"R0 kmpt 23,7 dubbele seinbrug",R10,"23,808"
2394,51.20652157,4.5571179,"E313 Spitsstrook kmpt. 8,375",R11,"8,139"
1062,50.826501,4.479386,complex Tervuren - 4-armen (1) (noordzij,R10,"0,254"
2393,51.20648903,4.557095096,"E313 Spitsstrook kmpt. 8,375",R10,"8,139"
1061,50.826521,4.479281,complex Tervuren - 4-armen (1) (noordzij,R11,"25,02"
2392,51.20645949,4.557070896,"E313 Spitsstrook kmpt. 8,375",S09,"8,139"
1060,50.826515,4.479328,complex Tervuren - 4-armen (1) (noordzij,R10,"25,02"
2391,51.20642913,4.557047404,"E313 Spitsstrook kmpt. 8,375",R08,"8,139"
2390,51.20946958,4.544705252,"E313 Spitsstrook kmpt. 7,410",R10,"7,222"
1059,50.825464,4.478789,complex Tervuren - 4-armen (1) (noordzij,R11,"0,064"
1058,50.825463,4.478745,complex Tervuren - 4-armen (1) (noordzij,R10,"0,064"
2389,51.20950197,4.546065031,"E313 Spitsstrook kmpt. 7,410",R12,"7,304"
1057,50.825997,4.479004,complex Tervuren - 4-armen (1) (noordzij,R11,"25,061"
2388,51.2094775,4.546049973,"E313 Spitsstrook kmpt. 7,410",R11,"7,304"
1056,50.826001,4.478953,complex Tervuren - 4-armen (1) (noordzij,R10,"25,061"
2387,51.20944264,4.546028874,"E313 Spitsstrook kmpt. 7,410",R10,"7,304"
4100,50.89425287,3.175228779,Parking Oekene,R11,"36,799"
4101,50.89425084,3.175281278,Parking Oekene,R12,"36,799"
4102,50.89423648,3.175516915,Parking Oekene,R10,"36,799"
1077,50.79132695,4.48483188,complex Jezus-Eik (2),R11,"6,33"
1076,50.79128876,4.48481583,complex Jezus-Eik (2),R10,"6,33"
1075,50.79347804,4.479484986,complex Jezus-Eik (2),R11,"0,124"
1074,50.79344425,4.47942534,complex Jezus-Eik (2),R10,"0,124"
1073,50.7956434,4.47723,complex Jezus-Eik (2),R10,"0,461"
1072,50.79534198,4.47726859,complex Jezus-Eik (2),R12,"5,64"
1071,50.79536667,4.47730943,complex Jezus-Eik (2),R11,"5,64"
1070,50.79538798,4.47734848,complex Jezus-Eik (2),R10,"5,64"
1069,50.815337,4.473806,complex Tervuren - 4-armen (1) (zuidzijd,R10,"0,472"
1068,50.815255,4.474215,complex Tervuren - 4-armen (1) (zuidzijd,R11,"0,007"
2399,51.20411555,4.566002169,"E313 Spitsstrook kmpt. 8,850",R09,"8,825"
1067,50.815245,4.474266,complex Tervuren - 4-armen (1) (zuidzijd,R10,"0,007"
2398,51.2040838,4.565983007,"E313 Spitsstrook kmpt. 8,850",R08,"8,825"
1080,50.79180992,4.48449181,complex Jezus-Eik (2),R10,"0,066"
4110,51.13506761,2.819458473,Parking Mannekesvere,R11,"27,462"
4111,51.13488384,2.819561405,Parking Mannekesvere,R10,"27,461"
4112,51.1349148,2.819542638,Parking Mannekesvere,R11,"27,461"
4113,51.13490419,2.817907046,Parking Mannekesvere,R10,"27,356"
1088,50.86374748,4.44419162,complex Kraainem (20) (alles behalve opr,R10,"0,134"
1087,50.86418011,4.4458667,complex Kraainem (20) (alles behalve opr,R10,"0,029"
1086,50.86371086,4.4451912,complex Kraainem (20) (alles behalve opr,R12,"4,259"
1085,50.86368051,4.44520891,complex Kraainem (20) (alles behalve opr,R11,"4,259"
1084,50.86365015,4.44523016,complex Kraainem (20) (alles behalve opr,R10,"4,259"
1083,50.86380079,4.44513808,complex Kraainem (20) (alles behalve opr,R12,"4,259"
1082,50.86383227,4.4451186,complex Kraainem (20) (alles behalve opr,R11,"4,259"
1081,50.86386037,4.44510267,complex Kraainem (20) (alles behalve opr,R10,"4,259"
1079,50.79086957,4.48542197,complex Jezus-Eik (2),R10,"0,32"
1078,50.7913505,4.48487271,complex Jezus-Eik (2),R12,"6,33"
4103,50.89423923,3.175462741,Parking Oekene,R11,"36,799"
4104,50.89424334,3.175410885,Parking Oekene,R12,"36,799"
4105,50.89425702,3.174969201,Parking Oekene,R10,"36,794"
4106,50.89422129,3.17571534,Parking Oekene,R10,"36,797"
4107,50.89828815,3.175909916,Parking Oekene,R10,"37,23"
4108,50.89821455,3.176601402,Parking Oekene,R10,"37,247"
4109,51.13510128,2.819437496,Parking Mannekesvere,R10,"27,462"
1091,50.86604928,4.45623429,complex Kraainem (20) (oprit richting Lu,R10,"0,117"
1090,50.86278003,4.4423719,complex Kraainem (20) (alles behalve opr,R11,"0,135"
4120,51.18631672,3.107370213,Parking Jabbeke,R10,"91,488"
4121,51.18628664,3.107346217,Parking Jabbeke,R11,"91,488"
4122,51.18625653,3.107325206,Parking Jabbeke,R12,"91,488"
4123,51.18660657,3.107535888,Parking Jabbeke,R10,"91,499"
4124,51.18637134,3.105389474,Parking Jabbeke,R10,"91,601"
1099,50.86140147,4.609501279,complex Bertem (22),R11,"16,028"
1098,50.86143696,4.609512594,complex Bertem (22),R10,"16,028"
1097,50.85920748,4.61417971,complex Bertem (22),R10,"0,431"
1096,50.85929431,4.61403547,complex Bertem (22),R10,"0,146"
1092,50.86608076,4.45621127,complex Kraainem (20) (oprit richting Lu,R11,"0,117"
1089,50.86275081,4.44238783,complex Kraainem (20) (alles behalve opr,R10,"0,135"
4114,51.13497132,2.820456377,Parking Mannekesvere,R10,"27,524"
4115,51.13587964,2.82238947,Parking Mannekesvere,R10,"27,681"
4116,51.13388477,2.81605476,Parking Mannekesvere,R10,"27,203"
4117,51.18613295,3.107225871,Parking Jabbeke,R10,"91,487"
4118,51.1861594,3.10725149,Parking Jabbeke,R11,"91,487"
4119,51.18618866,3.107272575,Parking Jabbeke,R12,"91,487"
4130,50.870984,4.654903,Snede Winksele  Leuven 3,R09,"85,296"
4131,50.870994,4.654862,Snede Winksele  Leuven 3,R10,"85,296"
4132,50.871004,4.654811,Snede Winksele  Leuven 3,R11,"85,296"
4133,50.88607287,4.674268895,E314 weefstrook kmpt 83,R10,"83,048"
4134,50.88607287,4.674268895,E314 weefstrook kmpt 83,R11,"83,048"
4135,50.89399916,4.687672058,E314 RSS A2N817,R10,"81,716"
4125,51.18486308,3.110454773,Parking Jabbeke,R10,"1,548"
4126,51.18472143,3.110387347,Parking Jabbeke,R10,"91,22"
4127,51.18839365,3.101750358,Parking Jabbeke,R10,"0,418"
4128,51.1884261,3.101783061,Parking Jabbeke,R10,"91,891"
4129,50.871009,4.654574,Snede Winksele  Leuven 3,R09,"85,3"
4140,50.877064,4.660181,E314 RSS A2N845,R10,"0,236"
4141,50.96965801,3.604115563,Parking Nazareth,R10,"38,791"
4142,50.96968682,3.604092547,Parking Nazareth,R11,"38,791"
4143,50.9697135,3.604067679,Parking Nazareth,R12,"38,791"
4144,50.783836,5.5454555,ALPR Tongeren,R10,"97,439"
4145,50.783811,5.5454111,ALPR Tongeren,R11,"97,439"
4146,50.784008,5.5446944,ALPR Tongeren,R10,"97,397"
200,51.20276,4.37421,Kennedytunnel rechteroever,R10,"13,518"
201,51.202775,4.374244,Kennedytunnel rechteroever,R11,"13,518"
202,51.202787,4.374276,Kennedytunnel rechteroever,R12,"13,518"
203,51.3110161,4.32804297,complex Kanaaldok B1-B2 (13) Thijsmanstu,R09,"88,009"
204,51.31104426,4.32801902,complex Kanaaldok B1-B2 (13) Thijsmanstu,R10,"88,009"
205,51.3110679,4.327999177,complex Kanaaldok B1-B2 (13) Thijsmanstu,R11,"88,009"
206,51.31112427,4.327815551,complex Kanaaldok B1-B2 (13) Thijsmanstu,R10,"88,008"
4136,50.89399916,4.687672058,E314 RSS A2N817,R11,"81,716"
207,51.31109106,4.327841647,complex Kanaaldok B1-B2 (13) Thijsmanstu,R11,"88,008"
4137,50.876845,4.660402,E314 RSS A2N845,R10,"84,504"
208,51.28894881,4.291467266,Liefkenshoektunnel,R10,"84,302"
4138,50.876869,4.660376,E314 RSS A2N845,R11,"84,504"
209,51.28893475,4.291509357,Liefkenshoektunnel,R11,"84,302"
4139,50.876701,4.660351,E314 RSS A2N845,R10,"0,047"
4150,51.18824716,4.415693867,knooppunt Antwerpen-Zuid (E19>R1) - comp,R12,"0,124"
4151,51.15645107,4.41889139,Complex nr 6a U.Z.A.,R10,"30,952"
4152,51.15643873,4.41884492,Complex nr 6a U.Z.A.,R11,"30,952"
4153,51.15642415,4.41878952,Complex nr 6a U.Z.A.,R12,"30,952"
4154,51.15641069,4.41874841,Complex nr 6a U.Z.A.,R13,"30,952"
4155,51.152578,4.42157,"Snede onder portiek B07 E19 kmpt 30,43",R10,"30,45"
4156,51.152567,4.421522,"Snede onder portiek B07 E19 kmpt 30,43",R11,"30,45"
4157,51.152554,4.421474,"Snede onder portiek B07 E19 kmpt 30,43",R12,"30,45"
210,51.28887406,4.291615707,Liefkenshoektunnel,R10,"84,299"
211,51.28888581,4.291571056,Liefkenshoektunnel,R11,"84,299"
212,51.25897315,4.268023166,Beverentunnel,R10,"80,456"
213,51.25898821,4.267973866,Beverentunnel,R11,"80,456"
214,51.25903652,4.267813268,Beverentunnel,R10,"80,456"
215,51.2590223,4.26786089,Beverentunnel,R11,"80,456"
216,51.15038329,4.204822938,Haasdonk - Sint-Niklaas-Centrum,R10,"87,612"
217,51.15041441,4.204799188,Haasdonk - Sint-Niklaas-Centrum,R11,"87,612"
4147,50.784028,5.5447306,ALPR Tongeren,R11,"97,397"
218,51.1504449,4.204775399,Haasdonk - Sint-Niklaas-Centrum,R12,"87,612"
4148,51.18822554,4.415800822,knooppunt Antwerpen-Zuid (E19>R1) - comp,R10,"0,124"
219,51.15056805,4.20467659,Haasdonk - Sint-Niklaas-Centrum,R10,"87,611"
4149,51.18823674,4.415748344,knooppunt Antwerpen-Zuid (E19>R1) - comp,R11,"0,124"
4161,51.159894,4.416399,"Snede onder portiek B05 E19 kmpt 31,35",R12,"31,343"
4162,51.159882,4.41635,"Snede onder portiek B05 E19 kmpt 31,35",R13,"31,343"
4163,51.163966,4.414087,"Snede onder portiek B04 E19 kmpt 31,84",R10,"31,827"
4164,51.16396,4.414027,"Snede onder portiek B04 E19 kmpt 31,84",R11,"31,827"
4165,51.163954,4.413973,"Snede onder portiek B04 E19 kmpt 31,84",R12,"31,827"
4166,51.163948,4.413925,"Snede onder portiek B04 E19 kmpt 31,84",R13,"31,827"
4167,51.166802,4.413652,"Snede onder portiek B03 E19 kmpt 32,12",R09,"32,146"
4168,51.166802,4.41359,"Snede onder portiek B03 E19 kmpt 32,12",R10,"32,146"
4160,51.159909,4.416445,"Snede onder portiek B05 E19 kmpt 31,35",R11,"31,343"
220,51.15053872,4.204699452,Haasdonk - Sint-Niklaas-Centrum,R11,"87,611"
221,51.15050875,4.204724448,Haasdonk - Sint-Niklaas-Centrum,R12,"87,611"
222,51.21945128,4.023134861,Moerbeke - Kemzeke,R10,"23,568"
223,51.21948324,4.023117412,Moerbeke - Kemzeke,R11,"23,568"
224,51.21961845,4.023051705,Moerbeke - Kemzeke,R10,"23,566"
225,51.21958553,4.023067771,Moerbeke - Kemzeke,R11,"23,566"
226,51.21075387,4.481469641,Wommelgem - Antwerpen-Oost (richting Ant,R10,"2,725"
227,51.21072458,4.4814614,Wommelgem - Antwerpen-Oost (richting Ant,R11,"2,725"
228,51.21069402,4.481455327,Wommelgem - Antwerpen-Oost (richting Ant,R12,"2,725"
4158,51.152542,4.421425,"Snede onder portiek B07 E19 kmpt 30,43",R13,"30,45"
229,51.21633338,4.452390068,Knooppunt Antwerpen Oost R1-E313,R10,"0,393"
4159,51.15992,4.416495,"Snede onder portiek B05 E19 kmpt 31,35",R10,"31,343"
4172,51.20274,4.572301,"Snede onder portiek A11 E313 kmpt 9,3",B07,"9,225"
4173,51.202678,4.572259,"Snede onder portiek A11 E313 kmpt 9,3",R09,"9,225"
4174,51.20265,4.572235,"Snede onder portiek A11 E313 kmpt 9,3",R10,"9,225"
4175,51.202622,4.57221,"Snede onder portiek A11 E313 kmpt 9,3",R11,"9,225"
4176,51.20427569,4.566384931,"Snede onder portiek A11 E313 kmpt 8,8",B09,"8,795"
4177,51.20424478,4.566360841,"Snede onder portiek A11 E313 kmpt 8,8",R10,"8,795"
4178,51.20421879,4.566343841,"Snede onder portiek A11 E313 kmpt 8,8",R11,"8,795"
4179,51.20419024,4.566324799,"Snede onder portiek A11 E313 kmpt 8,8",R12,"8,795"
4170,51.166802,4.413486,"Snede onder portiek B03 E19 kmpt 32,12",R12,"32,146"
230,51.21630145,4.452394313,Knooppunt Antwerpen Oost R1-E313,R11,"0,393"
4171,51.166802,4.413441,"Snede onder portiek B03 E19 kmpt 32,12",R13,"32,146"
231,51.21704828,4.45247001,Knooppunt Antwerpen Oost R1-E313,P00,"0,172"
232,51.21701741,4.45242668,Knooppunt Antwerpen Oost R1-E313,R10,"0,172"
233,51.2169902,4.452383412,Knooppunt Antwerpen Oost R1-E313,R11,"0,172"
234,51.21690211,4.452280284,Knooppunt Antwerpen Oost R1-E313,P00,"0,025"
235,51.21686882,4.452260481,Knooppunt Antwerpen Oost R1-E313,R10,"0,025"
236,51.21683836,4.452243524,Knooppunt Antwerpen Oost R1-E313,R11,"0,025"
237,51.2441383,4.248908959,Knooppunt Beveren,R10,"78,304"
